sentence	positive	neutral	negative
The other kept munching scented pastilles, which he took with an affected gesture out of an oval box of lilac enamel. 	0.27574214	0.52749896	0.19675897
'After a few moments the captain of the guard dismissed the soldiers. 	0.11110061	0.43357334	0.45532602
They went back to the palace, the eunuchs following slowly behind and plucking the sweet mulberries from the trees as they passed. 	0.27574214	0.52749896	0.19675897
Once the elder of the two turned round, and smiled at me with an evil smile. 	0.11110061	0.43357334	0.45532602
'Then the captain of the guard motioned me towards the entrance of the pavilion. 	0.27574214	0.52749896	0.19675897
I walked on without trembling, and drawing the heavy curtain aside I entered in. 	0.27574214	0.52749896	0.19675897
'The young Emperor was stretched on a couch of dyed lion skins, and a gerfalcon perched upon his wrist. 	0.27574214	0.52749896	0.19675897
Behind him stood a brass–turbaned Nubian, naked down to the waist, and with heavy earrings in his split ears. 	0.27574214	0.52749896	0.19675897
On a table by the side of the couch lay a mighty scimitar of steel. 	0.27574214	0.52749896	0.19675897
'When the Emperor saw me he frowned, and said to me, "What is thy name? 	0.27574214	0.52749896	0.19675897
Knowest thou not that I am Emperor of this city?" But I made him no answer. 	0.27574214	0.52749896	0.19675897
'He pointed with his finger at the scimitar, and the Nubian seized it, and rushing forward struck at me with great violence. 	0.27574214	0.52749896	0.19675897
The blade whizzed through me, and did me no hurt. 	0.56479144	0.3808266	0.05438204
The man fell sprawling on the floor, and when he rose up his teeth chattered with terror and he hid himself behind the couch. 	0.11110061	0.43357334	0.45532602
'The Emperor leapt to his feet, and taking a lance from a stand of arms, he threw it at me. 	0.27574214	0.52749896	0.19675897
I caught it in its flight, and brake the shaft into two pieces. 	0.27574214	0.52749896	0.19675897
He shot at me with an arrow, but I held up my hands and it stopped in mid–air. 	0.11110061	0.43357334	0.45532602
Then he drew a dagger from a belt of white leather, and stabbed the Nubian in the throat lest the slave should tell of his dishonour. 	0.11110061	0.43357334	0.45532602
The man writhed like a trampled snake, and a red foam bubbled from his lips. 	0.11110061	0.43357334	0.45532602
'As soon as he was dead the Emperor turned to me, and when he had wiped away the bright sweat from his brow with a little napkin of purfled and purple silk, he said to me, "Art thou a prophet, that I may not harm thee, or the son of a prophet, that I can do thee no hurt? 	0.11110061	0.43357334	0.45532602
I pray thee leave my city to–night, for while thou art in it I am no longer its lord." 	0.11110061	0.43357334	0.45532602
'And I answered him, "I will go for half of thy treasure. 	0.27574214	0.52749896	0.19675897
Give me half of thy treasure, and I will go away." 	0.11110061	0.43357334	0.45532602
'He took me by the hand, and led me out into the garden. 	0.27574214	0.52749896	0.19675897
When the captain of the guard saw me, he wondered. 	0.27574214	0.52749896	0.19675897
When the eunuchs saw me, their knees shook and they fell upon the ground in fear. 	0.11110061	0.43357334	0.45532602
'There is a chamber in the palace that has eight walls of red porphyry, and a brass–sealed ceiling hung with lamps. 	0.27574214	0.52749896	0.19675897
The Emperor touched one of the walls and it opened, and we passed down a corridor that was lit with many torches. 	0.27574214	0.52749896	0.19675897
In niches upon each side stood great wine–jars filled to the brim with silver pieces. 	0.27574214	0.52749896	0.19675897
When we reached the centre of the corridor the Emperor spake the word that may not be spoken, and a granite door swung back on a secret spring, and he put his hands before his face lest his eyes should be dazzled. 	0.27574214	0.52749896	0.19675897
'Thou couldst not believe how marvellous a place it was. 	0.56479144	0.3808266	0.05438204
There were huge tortoise–shells full of pearls, and hollowed moonstones of great size piled up with red rubies. 	0.27574214	0.52749896	0.19675897
The gold was stored in coffers of elephant–hide, and the gold–dust in leather bottles. 	0.27574214	0.52749896	0.19675897
There were opals and sapphires, the former in cups of crystal, and the latter in cups of jade. 	0.27574214	0.52749896	0.19675897
Round green emeralds were ranged in order upon thin plates of ivory, and in one corner were silk bags filled, some with turquoise–stones, and others with beryls. 	0.27574214	0.52749896	0.19675897
The ivory horns were heaped with purple amethysts, and the horns of brass with chalcedonies and sards. 	0.27574214	0.52749896	0.19675897
The pillars, which were of cedar, were hung with strings of yellow lynx–stones. 	0.27574214	0.52749896	0.19675897
In the flat oval shields there were carbuncles, both wine–coloured and coloured like grass. 	0.27574214	0.52749896	0.19675897
And yet I have told thee but a tithe of what was there. 	0.27574214	0.52749896	0.19675897
'And when the Emperor had taken away his hands from before his face he said to me: "This is my house of treasure, and half that is in it is thine, even as I promised to thee. 	0.27574214	0.52749896	0.19675897
And I will give thee camels and camel drivers, and they shall do thy bidding and take thy share of the treasure to whatever part of the world thou desirest to go. 	0.56479144	0.3808266	0.05438204
And the thing shall be done to–night, for I would not that the Sun, who is my father, should see that there is in my city a man whom I cannot slay." 	0.27574214	0.52749896	0.19675897
'But I answered him, "The gold that is here is thine, and the silver also is thine, and thine are the precious jewels and the things of price. 	0.27574214	0.52749896	0.19675897
As for me, I have no need of these. 	0.27574214	0.52749896	0.19675897
Nor shall I take aught from thee but that little ring that thou wearest on the finger of thy hand." 	0.27574214	0.52749896	0.19675897
'And the Emperor frowned. 	0.27574214	0.52749896	0.19675897
It is but a ring of lead, he cried, "nor has it any value. 	0.11110061	0.43357334	0.45532602
Therefore take thy half of the treasure and go from my city." 	0.27574214	0.52749896	0.19675897
'"Nay," I answered, "but I will take nought but that leaden ring, for I know what is written within it, and for what purpose." 	0.27574214	0.52749896	0.19675897
'And the Emperor trembled, and besought me and said, "Take all the treasure and go from my city. 	0.27574214	0.52749896	0.19675897
The half that is mine shall be thine also." 	0.27574214	0.52749896	0.19675897
'And I did a strange thing, but what I did matters not, for in a cave that is but a day’s journey from this place have, I hidden the Ring of Riches. 	0.27574214	0.52749896	0.19675897
It is but a day’s journey from this place, and it waits for thy coming. 	0.27574214	0.52749896	0.19675897
He who has this Ring is richer than all the kings of the world. 	0.56479144	0.3808266	0.05438204
Come therefore and take it, and the world’s riches shall be thine.' 	0.56479144	0.3808266	0.05438204
But the young Fisherman laughed. 	0.56479144	0.3808266	0.05438204
'Love is better than Riches,' he cried, 'and the little Mermaid loves me.' 	0.56479144	0.3808266	0.05438204
'Nay, but there is nothing better than Riches,' said the Soul. 	0.56479144	0.3808266	0.05438204
'Love is better,' answered the young Fisherman, and he plunged into the deep, and the Soul went weeping away over the marshes. 	0.56479144	0.3808266	0.05438204
And after the third year was over, the Soul came down to the shore of the sea, and called to the young Fisherman, and he rose out of the deep and said, 'Why dost thou call to me?' 	0.27574214	0.52749896	0.19675897
And the Soul answered, 'Come nearer, that I may speak with thee, for I have seen marvellous things.' 	0.56479144	0.3808266	0.05438204
So he came nearer, and couched in the shallow water, and leaned his head upon his hand and listened. 	0.27574214	0.52749896	0.19675897
And the Soul said to him, 'In a city that I know of there is an inn that standeth by a river. 	0.27574214	0.52749896	0.19675897
I sat there with sailors who drank of two different–coloured wines, and ate bread made of barley, and little salt fish served in bay leaves with vinegar. 	0.27574214	0.52749896	0.19675897
And as we sat and made merry, there entered to us an old man bearing a leathern carpet and a lute that had two horns of amber. 	0.27574214	0.52749896	0.19675897
And when he had laid out the carpet on the floor, he struck with a quill on the wire strings of his lute, and a girl whose face was veiled ran in and began to dance before us. 	0.27574214	0.52749896	0.19675897
Her face was veiled with a veil of gauze, but her feet were naked. 	0.27574214	0.52749896	0.19675897
Naked were her feet, and they moved over the carpet like little white pigeons. 	0.27574214	0.52749896	0.19675897
Never have I seen anything so marvellous; and the city in which she dances is but a day’s journey from this place.' 	0.56479144	0.3808266	0.05438204
Now when the young Fisherman heard the words of his Soul, he remembered that the little Mermaid had no feet and could not dance. 	0.11110061	0.43357334	0.45532602
And a great desire came over him, and he said to himself, 'It is but a day’s journey, and I can return to my love,' and he laughed, and stood up in the shallow water, and strode towards the shore. 	0.56479144	0.3808266	0.05438204
And when he had reached the dry shore he laughed again, and held out his arms to his Soul. 	0.27574214	0.52749896	0.19675897
And his Soul gave a great cry of joy and ran to meet him, and entered into him, and the young Fisherman saw stretched before him upon the sand that shadow of the body that is the body of the Soul. 	0.56479144	0.3808266	0.05438204
And his Soul said to him, 'Let us not tarry, but get hence at once, for the Sea–gods are jealous, and have monsters that do their bidding.' 	0.11110061	0.43357334	0.45532602
So they made haste, and all that night they journeyed beneath the moon, and all the next day they journeyed beneath the sun, and on the evening of the day they came to a city. 	0.27574214	0.52749896	0.19675897
And the young Fisherman said to his Soul, 'Is this the city in which she dances of whom thou didst speak to me?' 	0.27574214	0.52749896	0.19675897
And his Soul answered him, 'It is not this city, but another. 	0.27574214	0.52749896	0.19675897
Nevertheless let us enter in.' 	0.56479144	0.3808266	0.05438204
So they entered in and passed through the streets, and as they passed through the Street of the Jewellers the young Fisherman saw a fair silver cup set forth in a booth. 	0.27574214	0.52749896	0.19675897
And his Soul said to him, 'Take that silver cup and hide it.' 	0.27574214	0.52749896	0.19675897
So he took the cup and hid it in the fold of his tunic, and they went hurriedly out of the city. 	0.27574214	0.52749896	0.19675897
And after that they had gone a league from the city, the young Fisherman frowned, and flung the cup away, and said to his Soul, 'Why didst thou tell me to take this cup and hide it, for it was an evil thing to do?' 	0.11110061	0.43357334	0.45532602
But his Soul answered him, 'Be at peace, be at peace.' 	0.27574214	0.52749896	0.19675897
And on the evening of the second day they came to a city, and the young Fisherman said to his Soul, 'Is this the city in which she dances of whom thou didst speak to me?' 	0.27574214	0.52749896	0.19675897
And his Soul answered him, 'It is not this city, but another. 	0.27574214	0.52749896	0.19675897
Nevertheless let us enter in.' 	0.56479144	0.3808266	0.05438204
So they entered in and passed through the streets, and as they passed through the Street of the Sellers of Sandals, the young Fisherman saw a child standing by a jar of water. 	0.27574214	0.52749896	0.19675897
And his Soul said to him, 'Smite that child.' So he smote the child till it wept, and when he had done this they went hurriedly out of the city. 	0.27574214	0.52749896	0.19675897
And after that they had gone a league from the city the young Fisherman grew wroth, and said to his Soul, 'Why didst thou tell me to smite the child, for it was an evil thing to do?' 	0.11110061	0.43357334	0.45532602
But his Soul answered him, 'Be at peace, be at peace.' 	0.27574214	0.52749896	0.19675897
And on the evening of the third day they came to a city, and the young Fisherman said to his Soul, 'Is this the city in which she dances of whom thou didst speak to me?' 	0.27574214	0.52749896	0.19675897
And his Soul answered him, 'It may be that it is in this city, therefore let us enter in.' 	0.27574214	0.52749896	0.19675897
So they entered in and passed through the streets, but nowhere could the young Fisherman find the river or the inn that stood by its side. 	0.11110061	0.43357334	0.45532602
And the people of the city looked curiously at him, and he grew afraid and said to his Soul, 'Let us go hence, for she who dances with white feet is not here.' 	0.27574214	0.52749896	0.19675897
But his Soul answered, 'Nay, but let us tarry, for the night is dark and there will be robbers on the way.' 	0.11110061	0.43357334	0.45532602
So he sat him down in the market–place and rested, and after a time there went by a hooded merchant who had a cloak of cloth of Tartary, and bare a lantern of pierced horn at the end of a jointed reed. 	0.27574214	0.52749896	0.19675897
And the merchant said to him, 'Why dost thou sit in the market–place, seeing that the booths are closed and the bales corded?' 	0.11110061	0.43357334	0.45532602
And the young Fisherman answered him, 'I can find no inn in this city, nor have I any kinsman who might give me shelter.' 	0.11110061	0.43357334	0.45532602
'Are we not all kinsmen?' said the merchant. 	0.27574214	0.52749896	0.19675897
'And did not one God make us? 	0.11110061	0.43357334	0.45532602
Therefore come with me, for I have a guest–chamber.' 	0.27574214	0.52749896	0.19675897
So the young Fisherman rose up and followed the merchant to his house. 	0.27574214	0.52749896	0.19675897
And when he had passed through a garden of pomegranates and entered into the house, the merchant brought him rose–water in a copper dish that he might wash his hands, and ripe melons that he might quench his thirst, and set a bowl of rice and a piece of roasted kid before him. 	0.56479144	0.3808266	0.05438204
And after that he had finished, the merchant led him to the guest–chamber, and bade him sleep and be at rest. 	0.27574214	0.52749896	0.19675897
And the young Fisherman gave him thanks, and kissed the ring that was on his hand, and flung himself down on the carpets of dyed goat’s–hair. 	0.56479144	0.3808266	0.05438204
And when he had covered himself with a covering of black lamb’s–wool he fell asleep. 	0.27574214	0.52749896	0.19675897
And three hours before dawn, and while it was still night, his Soul waked him and said to him, 'Rise up and go to the room of the merchant, even to the room in which he sleepeth, and slay him, and take from him his gold, for we have need of it.' 	0.56479144	0.3808266	0.05438204
And the young Fisherman rose up and crept towards the room of the merchant, and over the feet of the merchant there was lying a curved sword, and the tray by the side of the merchant held nine purses of gold. 	0.27574214	0.52749896	0.19675897
And he reached out his hand and touched the sword, and when he touched it the merchant started and awoke, and leaping up seized himself the sword and cried to the young Fisherman, 'Dost thou return evil for good, and pay with the shedding of blood for the kindness that I have shown thee?' 	0.56479144	0.3808266	0.05438204
And his Soul said to the young Fisherman, 'Strike him,' and he struck him so that he swooned and he seized then the nine purses of gold, and fled hastily through the garden of pomegranates, and set his face to the star that is the star of morning. 	0.56479144	0.3808266	0.05438204
And when they had gone a league from the city, the young Fisherman beat his breast, and said to his Soul, 'Why didst thou bid me slay the merchant and take his gold? Surely thou art evil.' 	0.27574214	0.52749896	0.19675897
But his Soul answered him, 'Be at peace, be at peace.' 	0.27574214	0.52749896	0.19675897
'Nay,' cried the young Fisherman, 'I may not be at peace, for all that thou hast made me to do I hate. 	0.11110061	0.43357334	0.45532602
Thee also I hate, and I bid thee tell me wherefore thou hast wrought with me in this wise.' 	0.11110061	0.43357334	0.45532602
And his Soul answered him, 'When thou didst send me forth into the world thou gavest me no heart, so I learned to do all these things and love them.' 	0.56479144	0.3808266	0.05438204
'What sayest thou?' murmured the young Fisherman. 	0.27574214	0.52749896	0.19675897
'Thou knowest,' answered his Soul, 'thou knowest it well. 	0.56479144	0.3808266	0.05438204
Hast thou forgotten that thou gavest me no heart? 	0.11110061	0.43357334	0.45532602
I trow not. 	0.11110061	0.43357334	0.45532602
And so trouble not thyself nor me, but be at peace, for there is no pain that thou shalt not give away, nor any pleasure that thou shalt not receive.' 	0.11110061	0.43357334	0.45532602
And when the young Fisherman heard these words he trembled and said to his Soul, 'Nay, but thou art evil, and hast made me forget my love, and hast tempted me with temptations, and hast set my feet in the ways of sin.' 	0.11110061	0.43357334	0.45532602
And his Soul answered him, 'Thou hast not forgotten that when thou didst send me forth into the world thou gavest me no heart. 	0.27574214	0.52749896	0.19675897
Come, let us go to another city, and make merry, for we have nine purses of gold.' 	0.56479144	0.3808266	0.05438204
But the young Fisherman took the nine purses of gold, and flung them down, and trampled on them. 	0.27574214	0.52749896	0.19675897
'Nay,' he cried, 'but I will have nought to do with thee, nor will I journey with thee anywhere, but even as I sent thee away before, so will I send thee away now, for thou hast wrought me no good.' 	0.27574214	0.52749896	0.19675897
And he turned his back to the moon, and with the little knife that had the handle of green viper’s skin he strove to cut from his feet that shadow of the body which is the body of the Soul. 	0.27574214	0.52749896	0.19675897
Yet his Soul stirred not from him, nor paid heed to his command, but said to him, 'The spell that the Witch told thee avails thee no more, for I may not leave thee, nor mayest thou drive me forth. 	0.27574214	0.52749896	0.19675897
Once in his life may a man send his Soul away, but he who receiveth back his Soul must keep it with him for ever, and this is his punishment and his reward.' 	0.27574214	0.52749896	0.19675897
And the young Fisherman grew pale and clenched his hands and cried, 'She was a false Witch in that she told me not that.' 	0.11110061	0.43357334	0.45532602
'Nay,' answered his Soul, 'but she was true to Him she worships, and whose servant she will be ever.' 	0.56479144	0.3808266	0.05438204
And when the young Fisherman knew that he could no longer get rid of his Soul, and that it was an evil Soul and would abide with him always, he fell upon the ground weeping bitterly. 	0.11110061	0.43357334	0.45532602
And when it was day the young Fisherman rose up and said to his Soul, 'I will bind my hands that I may not do thy bidding, and close my lips that I may not speak thy words, and I will return to the place where she whom I love has her dwelling. 	0.27574214	0.52749896	0.19675897
Even to the sea will I return, and to the little bay where she is wont to sing, and I will call to her and tell her the evil I have done and the evil thou hast wrought on me.' 	0.27574214	0.52749896	0.19675897
And his Soul tempted him and said, 'Who is thy love, that thou shouldst return to her? 	0.27574214	0.52749896	0.19675897
The world has many fairer than she is. 	0.11110061	0.43357334	0.45532602
There are the dancing–girls of Samaris who dance in the manner of all kinds of birds and beasts. 	0.27574214	0.52749896	0.19675897
Their feet are painted with henna, and in their hands they have little copper bells. 	0.27574214	0.52749896	0.19675897
They laugh while they dance, and their laughter is as clear as the laughter of water. 	0.56479144	0.3808266	0.05438204
Come with me and I will show them to thee. 	0.27574214	0.52749896	0.19675897
For what is this trouble of thine about the things of sin? 	0.11110061	0.43357334	0.45532602
Is that which is pleasant to eat not made for the eater? 	0.27574214	0.52749896	0.19675897
Is there poison in that which is sweet to drink? 	0.11110061	0.43357334	0.45532602
Trouble not thyself, but come with me to another city. 	0.11110061	0.43357334	0.45532602
There is a little city hard by in which there is a garden of tulip–trees. 	0.27574214	0.52749896	0.19675897
And there dwell in this comely garden white peacocks and peacocks that have blue breasts. 	0.56479144	0.3808266	0.05438204
Their tails when they spread them to the sun are like disks of ivory and like gilt disks. 	0.27574214	0.52749896	0.19675897
And she who feeds them dances for their pleasure, and sometimes she dances on her hands and at other times she dances with her feet. 	0.27574214	0.52749896	0.19675897
Her eyes are coloured with stibium, and her nostrils are shaped like the wings of a swallow. From a hook in one of her nostrils hangs a flower that is carved out of a pearl. 	0.27574214	0.52749896	0.19675897
She laughs while she dances, and the silver rings that are about her ankles tinkle like bells of silver. 	0.56479144	0.3808266	0.05438204
And so trouble not thyself any more, but come with me to this city.' 	0.56479144	0.3808266	0.05438204
But the young Fisherman answered not his Soul, but closed his lips with the seal of silence and with a tight cord bound his hands, and journeyed back to the place from which he had come, even to the little bay where his love had been wont to sing. And ever did his Soul tempt him by the way, but he made it no answer, nor would he do any of the wickedness that it sought to make him to do, so great was the power of the love that was within him. 	0.11110061	0.43357334	0.45532602
And when he had reached the shore of the sea, he loosed the cord from his hands, and took the seal of silence from his lips, and called to the little Mermaid. 	0.27574214	0.52749896	0.19675897
But she came not to his call, though he called to her all day long and besought her. 	0.27574214	0.52749896	0.19675897
And his Soul mocked him and said, 'Surely thou hast but little joy out of thy love. 	0.11110061	0.43357334	0.45532602
Thou art as one who in time of death pours water into a broken vessel. 	0.11110061	0.43357334	0.45532602
Thou givest away what thou hast, and nought is given to thee in return. 	0.27574214	0.52749896	0.19675897
It were better for thee to come with me, for I know where the Valley of Pleasure lies, and what things are wrought there.' 	0.56479144	0.3808266	0.05438204
But the young Fisherman answered not his Soul, but in a cleft of the rock he built himself a house of wattles, and abode there for the space of a year. 	0.27574214	0.52749896	0.19675897
And every morning he called to the Mermaid, and every noon he called to her again, and at night–time he spake her name. 	0.27574214	0.52749896	0.19675897
Yet never did she rise out of the sea to meet him, nor in any place of the sea could he find her though he sought for her in the caves and in the green water, in the pools of the tide and in the wells that are at the bottom of the deep. 	0.11110061	0.43357334	0.45532602
And ever did his Soul tempt him with evil, and whisper of terrible things. 	0.11110061	0.43357334	0.45532602
Yet did it not prevail against him, so great was the power of his love. 	0.56479144	0.3808266	0.05438204
And after the year was over, the Soul thought within himself, 'I have tempted my master with evil, and his love is stronger than I am. 	0.56479144	0.3808266	0.05438204
I will tempt him now with good, and it may be that he will come with me.' 	0.56479144	0.3808266	0.05438204
So he spake to the young Fisherman and said, 'I have told thee of the joy of the world, and thou hast turned a deaf ear to me. 	0.56479144	0.3808266	0.05438204
Suffer me now to tell thee of the world’s pain, and it may be that thou wilt hearken. 	0.11110061	0.43357334	0.45532602
For of a truth pain is the Lord of this world, nor is there any one who escapes from its net. 	0.11110061	0.43357334	0.45532602
There be some who lack raiment, and others who lack bread. 	0.11110061	0.43357334	0.45532602
There be widows who sit in purple, and widows who sit in rags. 	0.27574214	0.52749896	0.19675897
To and fro over the fens go the lepers, and they are cruel to each other. 	0.11110061	0.43357334	0.45532602
The beggars go up and down on the highways, and their wallets are empty. 	0.11110061	0.43357334	0.45532602
Through the streets of the cities walks Famine, and the Plague sits at their gates. 	0.11110061	0.43357334	0.45532602
Come, let us go forth and mend these things, and make them not to be. 	0.27574214	0.52749896	0.19675897
Wherefore shouldst thou tarry here calling to thy love, seeing she comes not to thy call? 	0.11110061	0.43357334	0.45532602
And what is love, that thou shouldst set this high store upon it?' 	0.27574214	0.52749896	0.19675897
But the young Fisherman answered it nought, so great was the power of his love. 	0.56479144	0.3808266	0.05438204
And every morning he called to the Mermaid, and every noon he called to her again, and at night–time he spake her name. 	0.27574214	0.52749896	0.19675897
Yet never did she rise out of the sea to meet him, nor in any place of the sea could he find her, though he sought for her in the rivers of the sea, and in the valleys that are under the waves, in the sea that the night makes purple, and in the sea that the dawn leaves grey. 	0.27574214	0.52749896	0.19675897
And after the second year was over, the Soul said to the young Fisherman at night–time, and as he sat in the wattled house alone, 'Lo! now I have tempted thee with evil, and I have tempted thee with good, and thy love is stronger than I am. 	0.56479144	0.3808266	0.05438204
Wherefore will I tempt thee no longer, but I pray thee to suffer me to enter thy heart, that I may be one with thee even as before.' 	0.56479144	0.3808266	0.05438204
'Surely thou mayest enter,' said the young Fisherman, 'for in the days when with no heart thou didst go through the world thou must have much suffered.' 	0.11110061	0.43357334	0.45532602
'Alas!' cried his Soul, 'I can find no place of entrance, so compassed about with love is this heart of thine.' 	0.56479144	0.3808266	0.05438204
'Yet I would that I could help thee,' said the young Fisherman. 	0.27574214	0.52749896	0.19675897
And as he spake there came a great cry of mourning from the sea, even the cry that men hear when one of the Sea–folk is dead. 	0.56479144	0.3808266	0.05438204
And the young Fisherman leapt up, and left his wattled house, and ran down to the shore. And the black waves came hurrying to the shore, bearing with them a burden that was whiter than silver. 	0.27574214	0.52749896	0.19675897
White as the surf it was, and like a flower it tossed on the waves. 	0.27574214	0.52749896	0.19675897
And the surf took it from the waves, and the foam took it from the surf, and the shore received it, and lying at his feet the young Fisherman saw the body of the little Mermaid. 	0.27574214	0.52749896	0.19675897
Dead at his feet it was lying. 	0.11110061	0.43357334	0.45532602
Weeping as one smitten with pain he flung himself down beside it, and he kissed the cold red of the mouth, and toyed with the wet amber of the hair. 	0.11110061	0.43357334	0.45532602
He flung himself down beside it on the sand, weeping as one trembling with joy, and in his brown arms he held it to his breast. 	0.56479144	0.3808266	0.05438204
Cold were the lips, yet he kissed them. 	0.27574214	0.52749896	0.19675897
Salt was the honey of the hair, yet he tasted it with a bitter joy. 	0.11110061	0.43357334	0.45532602
He kissed the closed eyelids, and the wild spray that lay upon their cups was less salt than 	0.27574214	0.52749896	0.19675897
his tears. 	0.11110061	0.43357334	0.45532602
And to the dead thing he made confession. 	0.27574214	0.52749896	0.19675897
Into the shells of its ears he poured the harsh wine of his tale. 	0.27574214	0.52749896	0.19675897
He put the little hands round his neck, and with his fingers he touched the thin reed of the throat. Bitter, bitter was his joy, and full of strange gladness was his pain. 	0.11110061	0.43357334	0.45532602
The black sea came nearer, and the white foam moaned like a leper. 	0.27574214	0.52749896	0.19675897
With white claws of foam the sea grabbled at the shore. 	0.27574214	0.52749896	0.19675897
From the palace of the Sea–King came the cry of mourning again, and far out upon the sea the great Tritons blew hoarsely upon their horns. 	0.11110061	0.43357334	0.45532602
'Flee away,' said his Soul, 'for ever doth the sea come nigher, and if thou tarriest it will slay thee. 	0.11110061	0.43357334	0.45532602
Flee away, for I am afraid, seeing that thy heart is closed against me by reason of the greatness of thy love. 	0.11110061	0.43357334	0.45532602
Flee away to a place of safety. 	0.11110061	0.43357334	0.45532602
Surely thou wilt not send me without a heart into another world?' 	0.11110061	0.43357334	0.45532602
But the young Fisherman listened not to his Soul, but called on the little Mermaid and said, 'Love is better than wisdom, and more precious than riches, and fairer than the feet of the daughters of men. 	0.56479144	0.3808266	0.05438204
The fires cannot destroy it, nor can the waters quench it. 	0.11110061	0.43357334	0.45532602
I called on thee at dawn, and thou didst not come to my call. 	0.11110061	0.43357334	0.45532602
The moon heard thy name, yet hadst thou no heed of me. 	0.27574214	0.52749896	0.19675897
For evilly had I left thee, and to my own hurt had I wandered away. 	0.11110061	0.43357334	0.45532602
Yet ever did thy love abide with me, and ever was it strong, nor did aught prevail against it, though I have looked upon evil and looked upon good. 	0.56479144	0.3808266	0.05438204
And now that thou art dead, surely I will die with thee also.' 	0.11110061	0.43357334	0.45532602
And his Soul besought him to depart, but he would not, so great was his love. 	0.27574214	0.52749896	0.19675897
And the sea came nearer, and sought to cover him with its waves, and when he knew that the end was at hand he kissed with mad lips the cold lips of the Mermaid, and the heart that was within him brake. 	0.27574214	0.52749896	0.19675897
And as through the fulness of his love his heart did break, the Soul found an entrance and entered in, and was one with him even as before. 	0.56479144	0.3808266	0.05438204
And the sea covered the young Fisherman with its waves. 	0.27574214	0.52749896	0.19675897
And in the morning the Priest went forth to bless the sea, for it had been troubled. 	0.11110061	0.43357334	0.45532602
And with him went the monks and the musicians, and the candle–bearers, and the swingers of censers, and a great company. 	0.56479144	0.3808266	0.05438204
And when the Priest reached the shore he saw the young Fisherman lying drowned in the surf, and clasped in his arms was the body of the little Mermaid. 	0.27574214	0.52749896	0.19675897
And he drew back frowning, and having made the sign of the cross, he cried aloud and said, 'I will not bless the sea nor anything that is in it. 	0.56479144	0.3808266	0.05438204
Accursed be the Sea–folk, and accursed be all they who traffic with them. 	0.27574214	0.52749896	0.19675897
And as for him who for love’s sake forsook God, and so lieth here with his leman slain by God’s judgment, take up his body and the body of his leman, and bury them in the corner of the Field of the Fullers, and set no mark above them, nor sign of any kind, that none may know the place of their resting. 	0.27574214	0.52749896	0.19675897
For accursed were they in their lives, and accursed shall they be in their deaths also.' 	0.27574214	0.52749896	0.19675897
And the people did as he commanded them, and in the corner of the Field of the Fullers, where no sweet herbs grew, they dug a deep pit, and laid the dead things within it. 	0.27574214	0.52749896	0.19675897
And when the third year was over, and on a day that was a holy day, the Priest went up to the chapel, that he might show to the people the wounds of the Lord, and speak to them about the wrath of God. 	0.27574214	0.52749896	0.19675897
And when he had robed himself with his robes, and entered in and bowed himself before the altar, he saw that the altar was covered with strange flowers that never had been seen before. 	0.27574214	0.52749896	0.19675897
Strange were they to look at, and of curious beauty, and their beauty troubled him, and their odour was sweet in his nostrils. 	0.56479144	0.3808266	0.05438204
And he felt glad, and understood not why he was glad. 	0.11110061	0.43357334	0.45532602
And after that he had opened the tabernacle, and incensed the monstrance that was in it, and shown the fair wafer to the people, and hid it again behind the veil of veils, he began to speak to the people, desiring to speak to them of the wrath of God. 	0.27574214	0.52749896	0.19675897
But the beauty of the white flowers troubled him, and their odour was sweet in his nostrils, and there came another word into his lips, and he spake not of the wrath of God, but of the God whose name is Love. 	0.56479144	0.3808266	0.05438204
And why he so spake, he knew not. 	0.11110061	0.43357334	0.45532602
And when he had finished his word the people wept, and the Priest went back to the sacristy, and his eyes were full of tears. 	0.11110061	0.43357334	0.45532602
And the deacons came in and began to unrobe him, and took from him the alb and the girdle, the maniple and the stole. 	0.11110061	0.43357334	0.45532602
And he stood as one in a dream. 	0.27574214	0.52749896	0.19675897
And after that they had unrobed him, he looked at them and said, 'What are the flowers that stand on the altar, and whence do they come?' 	0.27574214	0.52749896	0.19675897
And they answered him, 'What flowers they are we cannot tell, but they come from the corner of the Fullers' Field.' 	0.27574214	0.52749896	0.19675897
And the Priest trembled, and returned to his own house and prayed. 	0.27574214	0.52749896	0.19675897
And in the morning, while it was still dawn, he went forth with the monks and the musicians, and the candle–bearers and the swingers of censers, and a great company, and came to the shore of the sea, and blessed the sea, and all the wild things that are in it. 	0.56479144	0.3808266	0.05438204
The Fauns also he blessed, and the little things that dance in the woodland, and the bright–eyed things that peer through the leaves. 	0.56479144	0.3808266	0.05438204
All the things in God’s world he blessed, and the people were filled with joy and wonder. 	0.56479144	0.3808266	0.05438204
Yet never again in the corner of the Fullers' Field grew flowers of any kind, but the field remained barren even as before. 	0.11110061	0.43357334	0.45532602
Nor came the Sea–folk into the bay as they had been wont to do, for they went to another part of the sea. 	0.11110061	0.43357334	0.45532602
 	0.11110061	0.43357334	0.45532602
THE STAR–CHILD 	0.27574214	0.52749896	0.19675897
[TO MISS MARGOT TENNANT—MRS. ASQUITH] 	0.11110061	0.43357334	0.45532602
Once upon a time two poor Woodcutters were making their way home through a great pine–forest. 	0.11110061	0.43357334	0.45532602
